id,name,urlname,link,rating,created,description,member_id,mname
27720133,Trippister Trip Travel buddies Meetup,Trippister-Trip-Travel-buddies-Meetup,https://www.meetup.com/Trippister-Trip-Travel-buddies-Meetup/,0,1520165968e3,"<p>Welcome to the Trippister&nbsp;Trip Travel buddies Meetup Group</p>
<p>Come join for fun and see what makes this group so special:)</p>
<p>This group is for travelers that are looking for others to travel with.</p>
<p>The vastness, varied culture and geography of INDIA has always intrigued me. There are many hidden treasures all around waiting to be explored. Join me on my journeys. Let's explore together :)</p>
<p>This group is for DAY and WEEKEND trips and WEEK long travel VACATIONS, GETAWAYS.</p>
<p>Why travel alone when you can travel with a group of people who share the same interest as you, form friendships and visit beautiful TRAVEL destinations.</p>
<p>This is a perfect solution and better than going on vacation solo, it’s easier, and safer being in the company of others and more fun!</p>
<p>Join TnT buddies Meetup on an upcoming trip….make some new friendships, share some laughter and stories and create some new memories. Enjoy the camaraderie and security of being with a group of travelers, who knows you may develop friendships that will last a lifetime.</p>
<p>If you would like to suggest a trip please contact the organizer of the group.</p>
<p>Disclaimer* : We ask everyone to be respectful to others in the group. Being disrespectful is grounds for immediate removal from the group. We are a drama free travel group, Debbie downers will be removed immediately from the group.</p>
<p>(Do Check Frequently asked Questions Page at this Link -&nbsp;<a href=""https://www.meetup.com/Trippister-Trip-Travel-buddies-Meetup/pages/26651755/Frequently_Asked_Questions_Page/"">https://www.meetup.com/Trippister-Trip-Travel-buddies-Meetup/pages/26651755/Frequently_Asked_Questions_Page/</a> <br> <br>Do Check How this Meetup works at this link :-&nbsp;<a href=""https://www.meetup.com/Trippister-Trip-Travel-buddies-Meetup/about/"">https://www.meetup.com/Trippister-Trip-Travel-buddies-Meetup/about/</a>&nbsp;) <br></p>
<p>Facebook:&nbsp;<a href=""https://www.facebook.com/trippister"">https://www.facebook.com/trippister</a></p>
<p>Facebook Group:&nbsp;<a href=""https://www.facebook.com/groups/triptravelbuddies/"">https://www.facebook.com/groups/triptravelbuddies/</a></p>
<p>Cheers!</p>
<p>Vandy</p>
<p><a href=""http://trippister.com"">http://trippister.com</a></p>
<p> <br></p>",249493837,Vandy
27721028,Crypto Jagat,Crypto-Jagat,https://www.meetup.com/Crypto-Jagat/,0,152017342e4,"<p><b><i>Our Mission:</i></b>&nbsp;<a href=""http://cryptojagat.com/"">CryptoJagat.com</a>&nbsp;aims to be a leading 'Crypto &amp; BlockChain' related information provider in India. Our communities&nbsp;discuss the Crypto &amp; Blockchain ecosystems,&nbsp;including the &nbsp;related products, services, ICOs, Airdrops etc.&nbsp;We are at present in Beta stage.</p>
<p><b><i>Who joins our community</i> </b><b>?</b> :&nbsp; People (all genders) having interest in Cryptocurrencies, related technologies and profits (with or without investments).&nbsp;Our&nbsp;highly respectful community, also enables you to network with the like minded people.&nbsp;</p>
<p><b><i>Membership: </i></b>Our membership is by selection only; but it is absolutely free.&nbsp; Soon we shall be scheduling our regular meetings to spread the knowledge about this 'Crypto World' (meaning:'Crypto Jagat').&nbsp;</p>",NA,NA
27722141,Mindfulness,meetup-group-ySofuPhV,https://www.meetup.com/meetup-group-ySofuPhV/,0,1520180984e3,"<p>Mindfulness is a state of active, open attention on the present. When you're mindful, you carefully observe your thoughts and feelings without judging them good or bad. Instead of letting your life pass you by, mindfulness means living in the moment and awakening to your current experience, rather than dwelling on the past or anticipating the future.</p>",248451629,R & R ASSOCIATES
27729373,Self-Improvement Meetup -Happier Lifestyle Management,meetup-group-pDooYjiu,https://www.meetup.com/meetup-group-pDooYjiu/,0,152023239e4,"<p>This group is for someone who wishes to explore oneself, we provide platform to learn from one's own life experience through life coaching, NLP and other techniques. Also overall personality development on various aspects of mental, physical and spiritual knowing.</p>
<p>Come and share your life's lesson and be a change for others.</p>",NA,NA
27733098,"Software Freedom Law Center, India",SFLC-IN,https://www.meetup.com/SFLC-IN/,0,1520265075e3,"<p>SFLC.IN is a donor supported legal services organisation that brings together lawyers, policy analysts, technologists, and students to protect freedom in the digital world. SFLC.IN promotes innovation and open access to knowledge by helping developers make great Free and Open Source Software, protect privacy and civil liberties for citizens in the digital world by educating and providing free legal advice and help policy makers make informed and just decisions with the use and adoption of technology.</p>",244231793,Shashikanth Reddy Palvatla
27751276,Time Travel Club,Time-Travel-Club,https://www.meetup.com/Time-Travel-Club/,0,1520401857e3,"<p>To all the wanderlust souls, experience the journey of transcendence as we wind back the dials and chimes of the progressive hustles to reconnect with the frequencies of Mother Nature and resonate..</p>
<p>Experiential travel rather than luxuries often pave ways in the learning arc of an individual's development process and with this focus we invite everyone to join us in the endeavours to glimpse the heritage and lush care of Nature. Seek and find.</p>
<p><b><i>Let's dream with our eyes wide open and Come Alive...!!!</i></b></p>",228012686,Team Mountain Army
27763038,Exzeo Meetup Community,Exzeo-Meetup-Community,https://www.meetup.com/Exzeo-Meetup-Community/,0,1520502223e3,"<p>This group is for those who love new technologies, CTFs, technique to improve and implement SDLC. It's the community, where young innovators, techies and creatives who share similar values and love for technology, will meet and share their ideas, knowledge and experiences with each other. They can be from any background like MongoDB, Postgres, AWS, Docker, Javascript, Scala, Data Science, GIS, UI/UX, Android, iOS etc.</p> 
<p>These meetUps will be sponsored by Exzeo Software Pvt. Ltd. based at Noida, Sector 62.</p>",174638312,Rashmi
27765876,Personal Development Studio Group,Personal-Development-Studio-Group,https://www.meetup.com/Personal-Development-Studio-Group/,0,1520528973e3,"<p>Anyone who wishes to improve their personality by grooming, confidence building, public speaking, presentation skills, improving communication skills. <br>People from all ages are welcome</p>",NA,NA
27783501,Healing Mandala,Healing-Mandala,https://www.meetup.com/Healing-Mandala/,0,1520672883e3,"<p>Emotions are the part of our daily lives which involves both positive and negative emotions. Our biological instinct is to turn away from the emotional pain, and this, when accumulated over time, causes emotional wounds. This leads to a constant feeling of being sad, lost and something missing in life without any reason.&nbsp;This is because the emotional wounds are buried deep inside and is not a part of our conscious anymore. Engaging in different activities gives us a temporary sense of being and happiness, but it's not for long. The reason is the cause is not resolved and the only solution is to, acknowledge the wound and work on that.&nbsp;<br><br></p>
<p><b>“Art can PERMEATE the very deepest part of us,&nbsp; where no WORDS exist” </b>~ Eileen Miler<br><br></p>
<p>Mandala literally meaning a circle in Sanskrit is an ancient term and a healing art form is known for centuries. The term symbolically represents our inner the universe and depicts our inner current self at the time of practicing it, making our unconscious conscious at the moment or in simple terms makes unknown known without using a word to explain. Because of this benefit, the Mandalas are used by many psychologists worldwide as a therapeutic tool for their clients.&nbsp;They can be used for mere relaxation to getting relieved from the emotional burden and much more.<br><br></p>
<p><b>About me:</b></p>
<p>Hi, I’m Neha.&nbsp; I am an Expressive Art Therapy Facilitator, working towards self-development and bringing a positive change in the life of people around me and my clients. I love changing the limiting beliefs to the empowering ones.&nbsp;<br>I had been working as an HR professional and have an experience of 8+ years in the domain. While working for so many years with Human Resources and dealing with people around, I realized that everyone is set on a journey of their own, but very few of them know the way towards a better life. Majority of them are simply lost in their way because of the distractions caused by their everyday life events and issues, either leading to an emotional wound or triggering it.&nbsp;<br>My primary goal as an Expressive Art Therapy facilitator is to help people to be free from these emotional burden and trauma caused by them, by engaging people into an unconscious art journey. This results in making people aware of the underlying issues and acknowledges them, which is the first step towards Healing. The sessions help people in looking deeply into the issues and finding ways to resolve them or to come to terms with the issues so that they do not bug anymore.&nbsp;<br>I have read this somewhere: Art therapy serves just like seeing yourself truly into an old dusty mirror. Initially, the image is dirty and blurred because of the emotional wounds and trauma. But, as you keep cleaning the mirror with your unconscious efforts of art, the image gets clearer and clearer. It’s like cleaning your soul off of any negativity.</p>",154044182,Kraaftify
27793364,MSME Connect,MSME-Connect,https://www.meetup.com/MSME-Connect/,0,1520750954e3,"<p>“MSME Connect”, a program to reach out to the MSMEs is being organized by Confederation of Indian Micro, Small and Medium Enterprises (CIMSME) at Northern Bangalore on 24th March'2018. MSME Department, SIDBI and NSIC will be joining us at MSME Connect.</p> 
<p>The Objective of MSME Connect is to enable MSMEs to face challenges in the globalized market by providing information on various schemes offered by Central and State Government, incentives packages offered by banks and financial institutions and vendor development by connecting large scale industries with small and medium scale. Integrating MSMEs to qualified buyers and service provider for value addition.</p> 
<p>Understanding Background The Micro, Small and Medium Enterprises (MSME) are a significant contributor to the equitable growth of the Indian economy. Several reports and studies available in public domain estimate that the MSME sector contributes nearly 8 percent of the country’s GDP and about 40 percent of India’s exports*. Moreover, such reports state that this sector generates the largest share of employment after agriculture with an estimated 48 million units including a phenomenal range of products and services. Importantly, a KPMG report – The New Wave Indian MSME estimates a considerable increase in the MSME contribution to India’s GDP, increasing up to around 15 percent by 2020.</p> 
<p>Despite this extensive contribution, several issues and hurdles sail this sector including limited access to funds/debt, high entry barriers for technology, competition for skills and branding etc. As a result, despite steady encouragement from the government in terms of financial and policy support, limited availability of timely and adequate funds at a reasonable cost remains a challenge for the MSME sector.</p> 
<p>Apart from this, cost of credit (both interest rates for non-collateral as well as collateral backed loans) is often very high and at times prohibitive. Traditionally, the finance providers have viewed the MSME sector with skepticism on account of typically low capitalization, the paucity of financial and accounting records, lack of sufficient collateral, relatively higher risk perception of such businesses etc.</p> 
<p>Available research studies on MSME sector financing reveal that demand for funds by the MSME sector, which is estimated at INR 32.5 trillion ($650 billion), is met by either formal or informal source. Moreover, the financing is sourced from self-finance, informal sources and from the formal financing sector. It is interesting that informal sources and self-finance together make up most of the finance channeled into the sector at an estimated 78% of the total fund demand as stated above.</p> 
<p>Among the formal sector, providers of Finances to MSMEs include Banks, governmental institutions, financial Institutions; NBFCs and even Micro Credit Lenders. The suite of financial products usually made available to MSMEs is summarized below.</p> 
<p>Types of Key Fund-Based Products offered to the MSME Sector:</p> 
<p>Cash Credit/Overdraft – Based on Hypothecation of stocks/receivables with Additional Security (optional) – and/or Immovable property, allowing typical Loan to Asset Value of 50-60% with tenure of one year, renewable thereafter.</p> 
<p>Term Loans – Secured by Mortgage land, building, factory, residence allowing up to 80% Loan to asset value with a tenure ranging from 1-15 years.</p> 
<p>Asset-Based Financing – Secured by contracts, accounts receivable, invoice, letter of credit, inventory, machinery, equipment. Allowing Loan to Asset Value of up to 90% with a tenure of 1-7 years.</p> 
<p>Credit Cards – Revolving Credit based on Third-party Guarantee, hypothecation of stock receivables allowing the maximum limit of INR 10 Lacs allowing a tenure of up to 3 years;</p> 
<p>Some Non-Fund Based Products Offered to MSME Sector by Banks and NBFCs include:</p> 
<p>Letter of Credit – Letter of Credit is beneficial to export-oriented MSME units; Importers make use of products like ‘Buyer’s Credit’. Credit is available for procuring raw material, manufacturing the goods, packaging and shipping the goods.</p> 
<p>Bank Guarantee – Bank Guarantees are extended for making the advance payment, giving tender money, security deposit, etc.</p>",246823684,CIMSME
